Index,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Power_Steering,Power_Windows,Power,Torque,Speedometer,Type,Wheelbase,Wheels_Size,Basic_Warranty,Ventilation_System,Column1,_1,ABS_(Anti-lock_Braking_System),Gross_Vehicle_Weight,Airbags,Number_of_Airbags,Compression_Ratio,Parking_Assistance,Average_Speed,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57
1068,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,"Rs. 7,18,950",1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,5,,,20.7 km/litre,,935 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,All Windows,83PS@6000rpm,114Nm@4000rpm,Analog,Manual,2450 mm,175/60R15,"3 years / 100,000 Km of warranty**",Fully automatic climate control,,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,"Rs. 7,90,350",1186 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,37 litres,Diesel,1520 mm,3805 mm,1680 mm,Hatchback,5,,,20.7 km/litre,,,5,,Ventilated Disc,Drum,Electric Power,All Windows,75PS@4000rpm,190NM@1750-2250RPM,"Analog, Digital",Automatic,2450 mm,165/70R14,"3 years / 100,000 Km of warranty**",Fully automatic climate control,,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Hyundai,Grand I10 Nios,Asta 1.2 Crdi,"Rs. 8,04,450",1186 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,37 litres,Diesel,1520 mm,3805 mm,1680 mm,Hatchback,5,,,20.7 km/litre,,,5,,Ventilated Disc,Drum,Electric Power,All Windows,75PS@4000rpm,190NM@1750-2250RPM,"Analog, Digital",Manual,2450 mm,175/60R15,"3 years / 100,000 Km of warranty**",Fully automatic climate control,,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Hyundai,Xcent,S 1.2,"Rs. 6,43,769",1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,15.7 km/litre,,20.14 km/litre,,,5,165 mm,Ventilated Disc,Drum,Electric Power,All Windows,83PS@6000rpm,114Nm@6000rpm,Analog,Manual,2425 mm,165/65R14,2 years / Unlimited Kms,Manual Air conditioning with cooling and heating,,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Hyundai,Xcent,S At 1.2,"Rs. 7,33,734",1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,15.7 km/litre,,17.36 km/litre,,,4,165 mm,Solid Disc,Drum,Electric Power,All Windows,82PS@6000rpm,114Nm@6000rpm,,Automatic,2425 mm,14,,Manual Air conditioning with cooling and heating,,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Hyundai,Xcent,Sx 1.2,"Rs. 7,05,546",1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,15.7 km/litre,,20.14 km/litre,,1100 kg,5,165 mm,Solid Disc,Drum,Electric Power,All Windows,82PS@6000rpm,114Nm@6000rpm,Analog,Manual,2425 mm,165/65R14,2 years / Unlimited Kms,Manual Air conditioning with cooling and heating,,,Yes,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Hyundai,Xcent,Sx 1.2 (O),"Rs. 7,82,346",1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,15.7 km/litre,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,All Windows,82PS@6000rpm,114Nm@6000rpm,Analog,Manual,2425 mm,175/60R15,2 years / Unlimited Kms,Fully automatic climate control,,,Yes,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Hyundai,Xcent,S 1.2 Crdi,"Rs. 7,42,033",1120 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,19 km/litre,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,All Windows,72PS@4000rpm,180Nm@1750rpm,Analog,Manual,2425 mm,165/65R14,2 years / Unlimited Kms,Manual Air conditioning with cooling and heating,,,Yes,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Hyundai,Xcent,E,"Rs. 5,81,078",1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,15.7 km/litre,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,Only Front Windows,83PS@6000rpm,114Nm@6000rpm,Analog,Manual,2425 mm,165/65R14,,Manual Air conditioning with cooling and heating,,,Yes,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Hyundai,Xcent,Sx 1.2 Crdi,"Rs. 7,98,558",1120 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,19 km/litre,,25.4 km/litre,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,All Windows,75PS@4000rpm,190NM@1750-2250RPM,Analog,Manual,2425 mm,165/65R14,2 years / Unlimited Kms,Manual Air conditioning with cooling and heating,,,Yes,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Hyundai,Xcent,Sx 1.2 Crdi (O),"Rs. 8,75,358",1120 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,19 km/litre,,25.4 km/litre,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,All Windows,72PS@4000rpm,190NM@1750-2250RPM,Analog,Manual,2425 mm,175/60R15,2 years / Unlimited Kms,Fully automatic climate control,,,Yes,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Hyundai,Xcent,E Crdi,"Rs. 6,73,261",1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,19 km/litre,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,Only Front Windows,75PS@4000rpm,190NM@1750-2250RPM,Analog,Manual,2425 mm,165/65R14,,Manual Air conditioning with cooling and heating,,,Yes,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Mahindra,Bolero,Zlx,"Rs. 9,42,263",2523 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1880 mm,4107 mm,1745 mm,SUV,5,9.4 km/litre,13.6 km/litre,15.96 km/litre,,1615 kg,5,180 mm,Ventilated Disc,Drum,Yes,All Windows,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Manual,2680 mm,215/75R15,2 years / Unlimited Kms,Manual Air conditioning with cooling and heating,,,,1965 kg,,,18:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Mahindra,Bolero,Slx,"Rs. 9,17,055",2523 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1880 mm,4107 mm,1745 mm,SUV,5,12.3 km/litre,15.5 km/litre,15.96 km/litre,,1615 kg,5,180 mm,Ventilated Disc,Drum,Yes,All Windows,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Manual,2680 mm,215/75R15,2 years / Unlimited Kms,Manual Air conditioning with cooling and heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Mahindra,Bolero,Sle,"Rs. 8,60,720",2523 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1880 mm,4107 mm,1745 mm,SUV,5,12.3 km/litre,15.5 km/litre,15.96 km/litre,,1615 kg,5,180 mm,Ventilated Disc,Drum,Yes,,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Manual,2680 mm,215/75R15,2 years / Unlimited Kms,Manual Air conditioning with cooling and heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Mahindra,Bolero,Ex,"Rs. 8,15,883",2523 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1910 mm,4221 mm,1745 mm,SUV,5,9.4 km/litre,13.6 km/litre,15.96 km/litre,,1615 kg,5,183 mm,Ventilated Disc,Drum,,,63PS@3200rpm,195Nm@1400-2200rpm,Yes,Manual,2794 mm,215/75R15,2 years / Unlimited Kms,Manual Air conditioning with cooling and heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Mahindra,Bolero,Ex Non Ac,"Rs. 7,73,678",2523 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1910 mm,4221 mm,1745 mm,SUV,5,9.4 km/litre,13.6 km/litre,15.96 km/litre,,1615 kg,5,183 mm,Ventilated Disc,Drum,,,63PS@3200rpm,195Nm@1400-2200rpm,Yes,Manual,2794 mm,215/75R15,2 years / Unlimited Kms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,"Rs. 11,02,689",1248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,28.09 km/litre,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,89Bhp@4000RPM,200Nm@1750rpm,Analog,Manual,2650 mm,195/55R16,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,28.09 km/litre,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,89Bhp@4000RPM,200Nm@1750rpm,Analog,Manual,2650 mm,185/65R15,2 years /40000 Kms (years/distance whichever comes first),Manual Air conditioning with cooling and heating,,,Yes,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,"Rs. 9,80,689",1248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,28.09 km/litre,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,89Bhp@4000RPM,200Nm@1750rpm,Analog,Manual,2650 mm,185/65R15,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,"Rs. 10,62,689",1248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,28.09 km/litre,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,89Bhp@4000RPM,200Nm@1750rpm,Analog,Manual,2650 mm,185/65R15,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,"Rs. 8,19,689",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,103Bhp@6000rpm,138Nm@4400rpm,Analog,Manual,2650 mm,185/65R15,2 years /40000 Kms (years/distance whichever comes first),Manual Air conditioning with cooling and heating,,,Yes,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,"Rs. 8,81,689",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,103Bhp@6000rpm,138Nm@4400rpm,Analog,Manual,2650 mm,185/65R15,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,"Rs. 9,58,689",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,21.56 km/litre,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,103Bhp@6000rpm,138Nm@4400rpm,Analog,Manual,2650 mm,185/65R15,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,"Rs. 9,97,689",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,103Bhp@6000rpm,138Nm@4400rpm,Analog,Manual,2650 mm,195/55R16,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,"Rs. 9,80,689",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,,,20.28 km/litre,,1010 kg,4,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,103Bhp@6000rpm,138Nm@4400rpm,Analog,Automatic,2650 mm,185/65R15,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,"Rs. 10,58,688",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,,,20.28 km/litre,,1010 kg,4,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,103Bhp@6000rpm,138Nm@4400rpm,Analog,Automatic,2650 mm,185/65R15,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,"Rs. 10,98,689",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,,,20.28 km/litre,,1010 kg,4,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,103Bhp@6000rpm,138Nm@4400rpm,Analog,Automatic,2650 mm,195/55R16,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Maruti Suzuki,Ciaz,1.5L Alpha,"Rs. 11,38,189",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,26.82 km/litre,,26.82 km/litre,,1105 kg,6,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,94Bhp@4000RPM,225Nm@1500-2250rpm,Analog,Manual,2650 mm,195/55R16,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Maruti Suzuki,Ciaz,1.5L Delta,"Rs. 9,97,689",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,26032 km/litre,,26.32 km/litre,,1105 kg,6,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,94Bhp@4000RPM,225Nm@1500-2250rpm,Analog,Manual,2650 mm,185/65R15,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Maruti Suzuki,Ciaz,1.5L Zeta,"Rs. 11,09,189",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,26.32 km/litre,,26.32 km/litre,,1105 kg,6,170 mm,Ventilated Disc,Drum,Electric Power,All Windows,94Bhp@4000RPM,225Nm@1500-2250rpm,Analog,Manual,2650 mm,185/65R15,2 years /40000 Kms (years/distance whichever comes first),Fully automatic climate control,,,Yes,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Hyundai,Creta,1.4 Crdi E Plus,"Rs. 9,99,990",1396 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1630 mm,4270 mm,1780 mm,SUV,5,21.38 km/litre,,21.38 km/litre,,,6,190 mm,Ventilated Disc,Drum,Electric Power,All Windows,90PS@4000rpm,220Nm@1500-2750rpm,Analog,Manual,2590 mm,205/65R16,3 years / Unlimited Kms,Manual Air conditioning with cooling and heating,,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Hyundai,Creta,1.6 Vtvt E Plus,"Rs. 9,99,990",1591 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,5,15.29 km/litre,,15.29 km/litre,,,6,190 mm,Ventilated Disc,Drum,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Analog,Manual,2590 mm,205/65R16,3 years / Unlimited Kms,Manual Air conditioning with cooling and heating,,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Hyundai,Creta,1.6 Vtvt Sx,"Rs. 12,32,534",1591 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,5,15.29 km/litre,,15.29 km/litre,,1180 kg,6,190 mm,Ventilated Disc,Drum,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Analog,Manual,2590 mm,205/65R16,3 years / Unlimited Kms,Fully automatic climate control,,,Yes,1758 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Hyundai,Creta,1.6 Vtvt Sx (O),"Rs. 13,94,437",1591 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,5,15.29 km/litre,,15.29 km/litre,,1180 kg,6,190 mm,Ventilated Disc,Drum,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Analog,Manual,2590 mm,205/65R16,3 years / Unlimited Kms,Fully automatic climate control,,,Yes,1758 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",6,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Hyundai,Creta,1.6 Vtvt Sx At,"Rs. 13,77,363",1591 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,5,15.29 km/litre,,15.29 km/litre,,1180 kg,6,190 mm,Ventilated Disc,Drum,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Analog,Automatic,2590 mm,205/65R16,3 years / Unlimited Kms,Fully automatic climate control,,,Yes,1758 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Hyundai,Creta,1.6 Vtvt Sx Dual Tone,"Rs. 12,87,041",1591 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,5,15.29 km/litre,,15.29 km/litre,,1180 kg,6,190 mm,Ventilated Disc,Drum,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Analog,Automatic,2590 mm,205/65R16,3 years / Unlimited Kms,Fully automatic climate control,,,Yes,1758 kg,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Hyundai,Creta,1.4 Crdi S,"Rs. 11,97,919",1396 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1630 mm,4270 mm,1780 mm,SUV,5,21.38 km/litre,,21.38 km/litre,,,6,190 mm,Ventilated Disc,Drum,Electric Power,All Windows,90PS@4000rpm,220Nm@1500-2750rpm,Analog,Manual,2590 mm,205/65R16,3 years / Unlimited Kms,Manual Air conditioning with cooling and heating,,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Hyundai,Creta,1.6 Crdi Sx,"Rs. 13,66,797",1582 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1630 mm,4270 mm,1780 mm,SUV,5,17.01 km/litre,,19.67 km/litre,,,6,190 mm,Ventilated Disc,Drum,Electric Power,All Windows,128ps@4000rpm,260Nm@1900-2750rpm,Analog,Manual,2590 mm,205/65R16,,Fully automatic climate control,,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",2,,Rear sensors with camera,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
